Epoch,Loss_D,Loss_G,PSNR,SSIM,Score_D,Score_G
1,0.0,0.0,20.577828291339983,0.6599889516830444,0.0,0.0
2,0.0,0.0,21.34954783476247,0.6610208511352539,0.0,0.0
3,0.0,0.0,23.325978131121037,0.717853581905365,0.0,0.0
4,0.0,0.0,24.297984927540167,0.7354811549186706,0.0,0.0
5,0.0,0.0,24.40459475008221,0.746117091178894,0.0,0.0
6,0.0,0.0,24.81563949938396,0.7560243487358094,0.0,0.0
7,0.0,0.0,24.919847651601884,0.7632290720939636,0.0,0.0
8,0.0,0.0,25.07548624899141,0.7651731967926025,0.0,0.0
9,0.0,0.0,25.15157193829389,0.768258559703827,0.0,0.0
10,0.0,0.0,25.239659293231597,0.7716497659683228,0.0,0.0
11,0.0,0.0,25.336050415723967,0.7749558210372924,0.0,0.0
12,0.0,0.0,25.347993973570603,0.7722973942756652,0.0,0.0
13,0.0,0.0,25.39333242390819,0.7749006986618042,0.0,0.0
14,0.0,0.0,25.45302585291492,0.7739853501319885,0.0,0.0
15,0.0,0.0,25.567175087450597,0.7807175397872925,0.0,0.0
16,0.0,0.0,25.57487633106865,0.7813567161560059,0.0,0.0
17,0.0,0.0,25.558006351778673,0.7841112494468689,0.0,0.0
18,0.0,0.0,25.697362144749896,0.7858717918395997,0.0,0.0
19,0.0,0.0,25.666865959105994,0.7842329859733581,0.0,0.0
20,0.0,0.0,25.692065817438827,0.7858471035957336,0.0,0.0
21,0.0,0.0,25.71894342803015,0.7861995697021484,0.0,0.0
22,0.0,0.0,25.741943802674562,0.78821359872818,0.0,0.0
23,0.0,0.0,25.779194565977235,0.7881007432937622,0.0,0.0
24,0.0,0.0,25.63121096948035,0.7835114002227783,0.0,0.0
25,0.0,0.0,25.786047631889623,0.7878627061843873,0.0,0.0
26,0.0,0.0,25.778142198385208,0.7857134103775024,0.0,0.0
27,0.0,0.0,25.86995193957046,0.7895611763000489,0.0,0.0
28,0.0,0.0,25.849706545432575,0.7893586754798889,0.0,0.0
29,0.0,0.0,25.898475467155556,0.7902906179428101,0.0,0.0
30,0.0,0.0,25.866068069638235,0.7903150796890259,0.0,0.0
31,0.0,0.0,25.898309499259252,0.7920998573303223,0.0,0.0
32,0.0,0.0,25.939896627275584,0.7932706594467163,0.0,0.0
33,0.0,0.0,25.97431908072612,0.7932254552841187,0.0,0.0
34,0.0,0.0,25.960353159855533,0.7929148316383362,0.0,0.0
35,0.0,0.0,25.948276781892098,0.7922333240509033,0.0,0.0
36,0.0,0.0,25.988644803433093,0.7936845898628235,0.0,0.0
37,0.0,0.0,25.98114279856084,0.7841518640518188,0.0,0.0
38,0.0,0.0,26.00791492537742,0.7916927218437195,0.0,0.0
